Date;SP500_HYB;SP_T_Bond 
2013-08-30;522,06;132,78
2013-09-02;521,68;132,88
2013-09-03;521,99;134,39
2013-09-04;521,46;133,46
2013-09-05;520,28;133,17
2013-09-06;520,65;132,53
2013-09-09;521,47;132,81
2013-09-10;521,17;133,15
2013-09-11;521,86;133,41
2013-09-12;522,35;133,19
2013-09-13;522,73;133,31
2013-09-16;523,66;133,49
2013-09-17;524,31;133,58
2013-09-18;526,24;133,36
2013-09-19;527,9;133,54
2013-09-20;528,25;134,97
2013-09-23;528,08;135,13
2013-09-24;528,34;134,46
2013-09-25;528,26;134,91
2013-09-26;527,87;134,69
2013-09-27;527,82;135,31
2013-09-30;526,97;133,91
2013-10-01;527,37;134,96
2013-10-02;527,78;134,24
2013-10-03;528,74;133,49
2013-10-04;529,05;133,57
2013-10-07;529,49;133,14
2013-10-08;530;132,7
2013-10-09;529,76;133,04
2013-10-10;530,5;133,45
2013-10-11;530,89;134,16
2013-10-14;530,96;134,28
2013-10-15;531,37;134,65
2013-10-16;532,78;134,15
2013-10-17;534,24;135,21
2013-10-18;535,73;135,04
2013-10-21;536,65;135,02
2013-10-22;537,85;135,08
2013-10-23;538,57;135,81
2013-10-24;538,89;135,18
2013-10-25;539,35;134,72
2013-10-28;539,74;135,3
2013-10-29;540,16;135,08
2013-10-30;540,56;136,27
2013-10-31;540,7;136,38
2013-11-01;540,47;135,81
2013-11-04;540,51;135,09
2013-11-05;539,87;135,78
2013-11-06;539,5;135,16
2013-11-07;539,72;135,68
2013-11-08;538,19;135,45
2013-11-11;538,22;135,01
2013-11-12;537,27;135,42
2013-11-13;536,38;135,75
2013-11-14;537,18;135,75
2013-11-15;537,67;137,73
2013-11-18;538,91;137,7
2013-11-19;538,88;137,59
2013-11-20;539,1;137,55
2013-11-21;539,06;137,17
2013-11-22;539,14;138,23
2013-11-25;540;138,96
2013-11-26;540,93;139,1
2013-11-27;541,2;139,27
2013-11-28;541,28;139,76
2013-11-29;541,46;140,42
2013-12-02;541,7;140,33
2013-12-03;541,59;140,43
2013-12-04;541;140,25
2013-12-05;540,59;139,45
2013-12-06;540,83;138,45
2013-12-09;541,68;140,04
2013-12-10;542,23;140,52
2013-12-11;542,35;140,49
2013-12-12;542,16;139,69
2013-12-13;541,78;140,6
2013-12-16;541,87;140,17
2013-12-17;541,79;140,01
2013-12-18;541,62;140,06
2013-12-19;541,75;141,25
2013-12-20;542,26;141,1
2013-12-23;542,54;141,49
2013-12-24;542,42;140,85
2013-12-25;542,53;140,43
2013-12-26;542,41;141,1
2013-12-27;542,32;141,27
2013-12-30;542,58;141,65
2013-12-31;542,78;142
2014-01-01;542,76;141,46
2014-01-02;543,39;141,46
2014-01-03;543,6;141,92
2014-01-06;544,25;140,84
2014-01-07;545,1;140,9
2014-01-08;545,27;141,61
2014-01-09;545,47;141,1
2014-01-10;545,93;141,58
2014-01-13;546,58;142,76
2014-01-14;546,51;140,92
2014-01-15;546,89;141,56
2014-01-16;547,55;142,35
2014-01-17;547,8;142,19
2014-01-20;548,09;141,97
2014-01-21;548,38;142,55
2014-01-22;548,45;142,14
2014-01-23;548,87;142,41
2014-01-24;547,64;141,65
2014-01-27;546,74;140,6
2014-01-28;546,93;140,72
2014-01-29;546,88;141,46
2014-01-30;546,75;140,9
2014-01-31;546,66;141,66
2014-02-03;546,98;141,32
2014-02-04;546,51;140,72
2014-02-05;546,18;140,79
2014-02-06;546,69;140,34
2014-02-07;547,69;140,66
2014-02-10;548,6;141,61
2014-02-11;549,6;141,7
2014-02-12;550,01;141,13
2014-02-13;550,74;140,73
2014-02-14;551,09;141,12
2014-02-17;551,41;139,9
2014-02-18;552,38;140,91
2014-02-19;553,29;141,44
2014-02-20;554,05;141,16
2014-02-21;554,73;141,26
2014-02-24;555,68;141,59
2014-02-25;556,81;141,37
2014-02-26;557,58;141,38
2014-02-27;557,89;142,08
2014-02-28;559,13;141,69
2014-03-03;558,91;140,69
2014-03-04;558,86;141,66
2014-03-05;559,09;141,58
2014-03-06;558,82;141,88
2014-03-07;557,75;142,3
2014-03-10;557,32;141,9
2014-03-11;557,16;142,12
2014-03-12;557,06;141,77
2014-03-13;557,31;142,1
2014-03-14;557,25;141,56
2014-03-17;557,25;141,01
2014-03-18;557,95;141,05
2014-03-19;557,98;140,8
2014-03-20;557,41;140,8
2014-03-21;557,79;140,75
2014-03-24;558,03;141,08
2014-03-25;558,17;141,01
2014-03-26;558,59;141,05
2014-03-27;558,6;140,93
2014-03-28;558,72;141,38
2014-03-31;559,27;142,12
2014-04-01;559,3;142,46
2014-04-02;559,22;142,83
2014-04-03;559,21;142,55
2014-04-04;559,87;142,69
2014-04-07;560,4;142,52
2014-04-08;560,54;142,55
2014-04-09;560,84;141,39
2014-04-10;561,4;141,47
2014-04-11;561,1;141,34
2014-04-14;561,39;141,53
2014-04-15;561,55;141,84
2014-04-16;561,75;142,33
2014-04-17;561,38;142,14
2014-04-18;561,44;141,74
2014-04-21;561,6;141,88
2014-04-22;561,83;142,06
2014-04-23;562,02;141,95
2014-04-24;562,39;142,12
2014-04-25;562,57;141,97
2014-04-28;562,98;141,81
2014-04-29;563,19;141,53
2014-04-30;563,56;142,35
2014-05-01;564,06;142,23
2014-05-02;564,33;142,86
2014-05-05;564,59;143,07
2014-05-06;565,3;143,08
2014-05-07;565,59;142,02
2014-05-08;566,22;142,51
2014-05-09;566,06;142,4
2014-05-12;566,75;142,81
2014-05-13;567,55;142,72
2014-05-14;568,07;143,19
2014-05-15;568,31;143,37
2014-05-16;568,67;143,57
2014-05-19;568,7;143,24
2014-05-20;569,11;142,89
2014-05-21;568,94;143,06
2014-05-22;568,95;142,98
2014-05-23;569;143,41
2014-05-26;569,3;143,78
2014-05-27;569,51;143,74
2014-05-28;570,11;143,98
2014-05-29;570,7;144,52
2014-05-30;571,02;144,2
2014-06-02;571,11;144,47
2014-06-03;570,85;144,47
2014-06-04;570,86;144,05
2014-06-05;570,93;143,98
2014-06-06;571,73;143,8
2014-06-09;572,2;143,96
2014-06-10;572,79;143,62
2014-06-11;572,85;143,18
2014-06-12;573,54;142,87
2014-06-13;573,89;143,14
2014-06-16;574,15;143,16
2014-06-17;573,99;143,14
2014-06-18;574,39;142,85
2014-06-19;574,59;143,32
2014-06-20;575,06;142,87
2014-06-23;575,68;143,3
2014-06-24;575,92;142,85
2014-06-25;576;143,53
2014-06-26;576,27;143,37
2014-06-27;576,04;143,52
2014-06-30;575,98;143,26
2014-07-01;576,05;143,49
2014-07-02;575,71;143,19
2014-07-03;575,47;142,99
2014-07-04;575,62;143,18
2014-07-07;576;143,25
2014-07-08;576,08;142,93
2014-07-09;575,98;143,26
2014-07-10;574,99;143,34
2014-07-11;574,79;143,32
2014-07-14;575;143,55
2014-07-15;574,51;143,68
2014-07-16;574;143,68
2014-07-17;573,75;143,74
2014-07-18;572,51;143,97
2014-07-21;572,31;143,72
2014-07-22;572,66;144,14
2014-07-23;573,18;144,26
2014-07-24;573,24;144,34
2014-07-25;573,34;144,16
2014-07-28;572,95;144,6
2014-07-29;573,5;144,51
2014-07-30;572,04;145,15
2014-07-31;568,76;145,17
2014-08-01;566,35;145,06
2014-08-04;566,43;145,55
2014-08-05;567,85;145,72
2014-08-06;568,13;145,74
2014-08-07;569,26;145,27
2014-08-08;569,86;145,81
2014-08-11;571,28;145,85
2014-08-12;573,01;146
2014-08-13;574,55;145,71
2014-08-14;576,12;146,49
2014-08-15;577,1;146,77
2014-08-18;577,74;147,19
2014-08-19;578,47;147,05
2014-08-20;579,1;147,46
2014-08-21;579,56;148,24
2014-08-22;579,76;148,71
2014-08-25;580,26;149,05
2014-08-26;580,32;149,06
2014-08-27;580,7;149,06
2014-08-28;580,85;148,93
2014-08-29;580,81;149,17
2014-09-01;580,85;149,68
2014-09-02;580,26;150,06
2014-09-03;580,19;150,38
2014-09-04;579,29;150,12
2014-09-05;578,19;150,54
2014-09-08;577,78;149,9
2014-09-09;577,13;151,11
2014-09-10;575,52;150,87
2014-09-11;574,68;151,42
2014-09-12;573,63;151,84
2014-09-15;573,43;151,22
2014-09-16;572,85;151,45
2014-09-17;573,29;151,51
2014-09-18;574,39;152,92
2014-09-19;575,05;153,33
2014-09-22;574,98;154,02
2014-09-23;574,14;154,36
2014-09-24;572,7;154,17
2014-09-25;570,65;154,66
2014-09-26;569,38;154,36
2014-09-29;568,13;155,25
2014-09-30;569,51;155,83
2014-10-01;570,84;156,12
2014-10-02;571,26;156,47
2014-10-03;573,05;155,57
2014-10-06;575,19;156,83
2014-10-07;575,32;156,05
2014-10-08;574,44;155,99
2014-10-09;573,36;156,55
2014-10-10;572,23;155,6
2014-10-13;572,34;156,11
2014-10-14;570,64;155,07
2014-10-15;568,39;156,55
2014-10-16;570,36;155,39
2014-10-17;575,14;155,71
2014-10-20;576,24;156,41
2014-10-21;579,26;156,18
2014-10-22;580,08;156,04
2014-10-23;580,73;156,18
2014-10-24;580,8;156,82
2014-10-27;581,01;156,79
2014-10-28;581,22;156,99
2014-10-29;581,43;156,82
2014-10-30;581,5;157,61
2014-10-31;581,9;158,22
2014-11-03;582,28;157,98
2014-11-04;581,72;164,27
2014-11-05;582,32;164,26
2014-11-06;582,06;165,69
2014-11-07;582,6;165,75
2014-11-10;582,4;165,76
2014-11-11;582,44;165,69
2014-11-12;582,37;167,22
2014-11-13;581,99;166,76
2014-11-14;581,59;167,9
2014-11-17;580,7;168,68
2014-11-18;579,8;168,66
2014-11-19;578,24;169,53
2014-11-20;577,75;170,8
2014-11-21;578,91;170,88
2014-11-24;580,1;171,22
2014-11-25;580,84;171,35
2014-11-26;581,5;171,43
2014-11-27;581,73;171,34
2014-11-28;581,06;172,37
2014-12-01;578,51;174,32
2014-12-02;577,43;172,95
2014-12-03;577,69;173,46
2014-12-04;578,05;174,32
2014-12-05;578,1;174,87
2014-12-08;577,32;176,5
2014-12-09;574,96;176,21
2014-12-10;573,26;174,6
2014-12-11;572,05;172,49
2014-12-12;568,93;174,33
2014-12-15;566,47;175,15
2014-12-16;564,06;173,43
2014-12-17;566,32;172,98
2014-12-18;571,99;174,59
2014-12-19;573,89;173,97
2014-12-22;575,57;175,27
2014-12-23;575,9;175,31
2014-12-24;576,33;175,56
2014-12-25;576,41;174,97
2014-12-26;576,61;175,09
2014-12-29;577,35;175,64
2014-12-30;577,55;176,27
2014-12-31;578,07;176,51
2015-01-01;578,16;176,82
2015-01-02;578,21;176,82
2015-01-05;577,07;177,32
2015-01-06;576,06;176,95
2015-01-07;576,81;177,38
2015-01-08;578,21;178,28
2015-01-09;579,15;178,17
2015-01-12;579,6;178,95
2015-01-13;579,64;176,87
2015-01-14;578,63;176,5
2015-01-15;579,45;177,38
2015-01-16;579,31;176,97
2015-01-19;579,88;177,09
2015-01-20;579,7;177,86
2015-01-21;579,52;179,46
2015-01-22;580,63;177,85
2015-01-23;581,72;178,02
2015-01-26;582,32;177,84
2015-01-27;582,17;178,82
2015-01-28;583,81;177,87
2015-01-29;583,85;179,13
2015-01-30;583,99;179,31
2015-02-02;584,33;179,63
2015-02-03;584,78;179,22
2015-02-04;585,8;178,49
2015-02-05;586,19;177,87
2015-02-06;586,97;177,66
2015-02-09;587,31;177,78
2015-02-10;587,36;177,09
2015-02-11;588,04;176,63
2015-02-12;588,44;179,07
2015-02-13;588,71;177,39
2015-02-16;588,77;176,19
2015-02-17;588,94;175,83
2015-02-18;590;175,82
2015-02-19;589,7;175,96
2015-02-20;589,92;176,03
2015-02-23;591,29;175,87
2015-02-24;592,18;176,44
2015-02-25;592,95;177,42
2015-02-26;593,5;178,05
2015-02-27;594,19;177,33
2015-03-02;594,17;178,83
2015-03-03;593,65;177,84
2015-03-04;592,6;176,72
2015-03-05;592,55;177,17
2015-03-06;590,85;177,6
2015-03-09;590,51;176,85
2015-03-10;588,73;178,64
2015-03-11;589,13;179,12
2015-03-12;589,58;179,88
2015-03-13;588,5;179,86
2015-03-16;587,67;179,63
2015-03-17;586,62;180,25
2015-03-18;587,27;180,5
2015-03-19;588,08;180,23
2015-03-20;589,19;180,8
2015-03-23;589,61;180,31
2015-03-24;590,65;180,35
2015-03-25;590,53;180,84
2015-03-26;589,85;179,54
2015-03-27;590,32;178,17
2015-03-30;591,05;178,96
2015-03-31;591,73;180,33
2015-04-01;592,36;180,47
2015-04-02;592,34;180,91
2015-04-03;592,82;180,4
2015-04-06;593,65;180,51
2015-04-07;595,2;180,43
2015-04-08;596,25;181,67
2015-04-09;595,88;181,64
2015-04-10;596,21;181,17
2015-04-13;596,89;180,75
2015-04-14;596,36;180,5
2015-04-15;597,32;180,64
2015-04-16;597,41;179,83
2015-04-17;596,88;180,01
2015-04-20;597;180,13
2015-04-21;597,05;180,46
2015-04-22;596,87;180,67
2015-04-23;596,99;180,15
2015-04-24;597,28;179,87
2015-04-27;597,66;179,61
2015-04-28;597,22;179,78
2015-04-29;596,33;178,97
2015-04-30;596,24;177,97
2015-05-01;595,95;178,97
2015-05-04;596,5;177,98
2015-05-05;596,28;177,61
2015-05-06;595,03;177,28
2015-05-07;594,61;175,96
2015-05-08;595,64;177,39
2015-05-11;595,09;177,96
2015-05-12;593,77;176,82
2015-05-13;594,75;176,39
2015-05-14;595,28;175,41
2015-05-15;596,41;176,19
2015-05-18;595,92;177,81
2015-05-19;595,47;177,08
2015-05-20;595,25;177,78
2015-05-21;596,13;178,37
2015-05-22;595,99;179,38
2015-05-25;596,44;179,94
2015-05-26;596,44;180,01
2015-05-27;596,76;182,94
2015-05-28;596,96;183,91
2015-05-29;597,32;184,1
2015-06-01;596,7;185,05
2015-06-02;596,19;184,99
2015-06-03;594,91;182,84
2015-06-04;594,06;181,56
2015-06-05;591,99;182,6
2015-06-08;591,88;182,8
2015-06-09;590,15;181,83
2015-06-10;589,76;181
2015-06-11;591,08;178,11
2015-06-12;590,5;180,18
2015-06-15;589,23;180,25
2015-06-16;588,57;180,55
2015-06-17;588,65;181,25
2015-06-18;589,28;181,28
2015-06-19;590,26;180,54
2015-06-22;590,41;181
2015-06-23;590,11;180,56
2015-06-24;589,84;180,76
2015-06-25;589,4;181,06
2015-06-26;587,99;180,19
2015-06-29;586,89;178,6
2015-06-30;586,87;179,86
2015-07-01;587,33;179,66
2015-07-02;587,65;179,85
2015-07-03;587,97;179,91
2015-07-06;587,51;179,16
2015-07-07;587,1;180,78
2015-07-08;587,01;180,74
2015-07-09;587,22;179,16
2015-07-10;587,36;179,1
2015-07-13;588,39;179,08
2015-07-14;588,83;180,37
2015-07-15;589,86;180,47
2015-07-16;590,17;181,85
2015-07-17;589,11;182,43
2015-07-20;588,48;182,43
2015-07-21;586,96;182,22
2015-07-22;584,8;181,87
2015-07-23;584,62;182,51
2015-07-24;583,51;183,16
2015-07-27;582,34;182,83
2015-07-28;582,42;182,75
2015-07-29;584,35;182,78
2015-07-30;585,65;183,23
2015-07-31;586,41;183,38
2015-08-03;586,66;184,54
2015-08-04;586,3;185,11
2015-08-05;585,42;184,47
2015-08-06;584,03;184,51
2015-08-07;582,87;185,09
2015-08-10;582,5;185,31
2015-08-11;580,86;184,84
2015-08-12;579,33;186,89
2015-08-13;579,5;185,57
2015-08-14;579,65;185,2
2015-08-17;579,98;184,98
2015-08-18;579,37;185,46
2015-08-19;578,58;185
2015-08-20;577,72;185,3
2015-08-21;576,84;185,36
2015-08-24;573,85;183,28
2015-08-25;574,89;179,39
2015-08-26;574,63;178,7
2015-08-27;576,8;179,02
2015-08-28;578,22;180,56
2015-08-31;579,05;180,64
2015-09-01;577,97;180,06
2015-09-02;578,45;179,69
2015-09-03;579,76;179,8
2015-09-04;580,21;179,23
2015-09-08;581,63;178,48
2015-09-09;583,13;179,01
2015-09-10;583,05;179,38
2015-09-11;583,07;179,54
2015-09-14;582,71;179,99
2015-09-15;581,98;180,24
2015-09-16;581,4;180,43
2015-09-17;580,78;178,55
2015-09-18;580,11;178,84
2015-09-21;579,52;179,14
2015-09-22;577,16;179,91
2015-09-23;576,46;179,03
2015-09-24;573,34;179,89
2015-09-25;571,92;180,29
2015-09-28;567;180,79
2015-09-29;564,38;180,38
2015-09-30;564,19;180,48
2015-10-01;562,58;181,35
2015-10-02;561,56;181,15
2015-10-05;564,28;181,4
2015-10-06;568,01;182,48
2015-10-07;573,23;182,24
2015-10-08;574,19;182,34
2015-10-09;576,68;181,46
2015-10-13;576,44;180,95
2015-10-14;575,99;181,01
2015-10-15;575,48;180,95
2015-10-16;576,61;181,17
2015-10-19;577,56;181,23
2015-10-20;578,57;180,71
2015-10-21;579,86;180,99
2015-10-22;579,46;181,27
2015-10-23;580,95;181,21
2015-10-26;581,17;181,73
2015-10-27;580,17;183,52
2015-10-28;580,68;182,86
2015-10-29;580,8;182,7
2015-10-30;581,38;182,53
2015-11-02;582,48;182,14
2015-11-03;583,09;181,37
2015-11-04;583,34;181,2
2015-11-05;581,39;180,68
2015-11-06;578,93;181
2015-11-09;575,84;181,44
2015-11-10;573,97;181,63
2015-11-12;571,18;182,75
2015-11-13;569,17;182,25
2015-11-16;568,75;182,35
2015-11-17;570,98;182,1
2015-11-18;570,76;181,78
2015-11-19;568,89;182,37
2015-11-20;568,11;183,57
2015-11-23;567,8;183,79
2015-11-24;567,56;183,94
2015-11-25;568,7;183,48
2015-11-27;568,79;183,29
2015-11-30;569,96;183,29
2015-12-01;572,28;182,83
2015-12-02;573,77;183,21
2015-12-03;570,85;183,39
2015-12-04;569,42;183,72
2015-12-07;567,05;184,25
2015-12-08;563,87;184,83
2015-12-09;564,08;184,96
2015-12-10;564,46;182,19
2015-12-11;557,9;183,64
2015-12-14;552,35;184,26
2015-12-15;554,87;183,97
2015-12-16;556,84;181,94
2015-12-17;557,86;182,28
2015-12-18;554,73;181,86
2015-12-21;553,78;181,33
2015-12-22;554,95;181,53
2015-12-23;557,02;182,25
2015-12-24;557,43;182,97
2015-12-28;558,24;181,8
2015-12-29;559,12;181,78
2015-12-30;559,47;181,23
2015-12-31;559,88;180,46
2016-01-04;558,81;179,51
2016-01-05;560,54;180,06
2016-01-06;560,97;180,13
2016-01-07;559,87;179,33
2016-01-08;560,02;179,37
2016-01-11;558,69;179,89
2016-01-12;558,37;179,55
2016-01-13;556,09;178,44
2016-01-14;553,93;178,01
2016-01-15;549,14;178,48
2016-01-19;549,49;177,63
2016-01-20;544,43;178,2
2016-01-21;547,61;177,54
2016-01-22;552,48;178,4
2016-01-25;553,19;178,68
2016-01-26;554,28;179,13
2016-01-27;555,12;178,37
2016-01-28;556,12;179,22
2016-01-29;557,9;178,88
2016-02-01;557,25;179,4
2016-02-02;555,44;179,67
2016-02-03;553,8;180,56
2016-02-04;554,6;180,33
2016-02-05;553,27;180,66
2016-02-08;548,44;181,45
2016-02-09;545,74;185,07
2016-02-10;547,1;186,48
2016-02-11;543;185,63
2016-02-12;546,09;185,16
2016-02-16;548,78;181,97
2016-02-17;552,27;181,14
2016-02-18;554,78;181,34
2016-02-19;553,3;180,14
2016-02-22;556,24;179,3
2016-02-23;556,81;179,82
2016-02-24;556,41;177
2016-02-25;559,39;177,07
2016-02-26;563,13;179,15
2016-02-29;566,94;178,04
2016-03-01;571,47;177,06
2016-03-02;574,21;176,34
2016-03-03;576,16;176,1
2016-03-04;580,04;175,69
2016-03-07;581,29;174,86
2016-03-08;579,69;175,19
2016-03-09;578,27;177,06
2016-03-10;580,55;177,21
2016-03-11;584,53;175,69
2016-03-14;585,22;176,65
2016-03-15;583,6;175,92
2016-03-16;582,33;175,96
2016-03-17;585,7;175,55
2016-03-18;588,59;174,17
2016-03-21;589,14;174,36
2016-03-22;588,05;174,91
2016-03-23;586,67;174,24
2016-03-24;582,28;174,62
2016-03-28;581,66;174,79
2016-03-29;580,23;173,87
2016-03-30;582,19;174,04
2016-03-31;582,65;171,64
2016-04-01;582,64;172,03
2016-04-04;583,14;172,68
2016-04-05;581,82;172,81
2016-04-06;582,82;173,88
2016-04-07;582,41;175,02
2016-04-08;583,2;175,22
2016-04-11;584,97;175,18
2016-04-12;588,08;175,43
2016-04-13;592,2;175,31
2016-04-14;593,58;175,38
2016-04-15;593,25;174,03
2016-04-18;593,47;173,46
2016-04-19;597,35;173,2
2016-04-20;600,5;171,55
2016-04-21;600,36;171,25
2016-04-22;600,4;169,79
2016-04-25;599,74;169,75
2016-04-26;600,24;169,97
2016-04-27;602,48;171,23
2016-04-28;602,58;171,37
2016-04-29;604,93;169,21
2016-05-02;604,77;170,73
2016-05-03;602,01;170,58
2016-05-04;599,71;170,74
2016-05-05;599,45;169,88
2016-05-06;597,2;172,8
2016-05-09;597,33;171,85
2016-05-10;598,66;171,93
2016-05-11;600,21;170,55
2016-05-12;600,35;171,09
2016-05-13;599,69;165,88
2016-05-16;600,94;165,36
2016-05-17;602,24;166,3
2016-05-18;601,81;166,63
2016-05-19;599,59;168,45
2016-05-20;601,37;168,24
2016-05-23;602,39;170,2
2016-05-24;603,86;171,26
2016-05-25;605,93;170,28
2016-05-26;606,89;170,79
2016-05-27;606,91;171,23
2016-05-31;607,51;170,79
2016-06-01;606,53;170,52
2016-06-02;607,04;171,1
2016-06-03;608,47;171,17
2016-06-06;611,12;170,86
2016-06-07;613,57;170,15
2016-06-08;616,06;171,15
2016-06-09;615,29;170,09
2016-06-10;613,78;171,09
2016-06-13;612,38;172,29
2016-06-14;608,9;172,62
2016-06-15;609,72;172,26
2016-06-16;607,45;170,23
2016-06-17;609,25;170,08
2016-06-20;613,85;167,9
2016-06-21;613,82;168,81
2016-06-22;615,18;168,65
2016-06-23;616,86;168,16
2016-06-24;611,27;169,07
2016-06-27;607,89;168,59
2016-06-28;609,71;168,38
2016-06-29;613,96;168,35
2016-06-30;616,21;168,2
2016-07-01;618,28;166,79
2016-07-05;619,3;166,26
2016-07-06;619,63;164,11
2016-07-07;621,19;164,97
2016-07-08;624,53;165,58
2016-07-11;628,22;158,53
2016-07-12;631,31;162,93
2016-07-13;630,53;163,41
2016-07-14;631,87;164,78
2016-07-15;631,81;164,84
2016-07-18;632,08;165,27
2016-07-19;632,05;164,87
2016-07-20;632,82;164,6
2016-07-21;633,7;163,77
2016-07-22;634,17;163,34
2016-07-25;633,45;163,3
2016-07-26;632,64;163,31
2016-07-27;632,54;165,46
2016-07-28;631,82;167,63
2016-07-29;631,64;167,37
2016-08-01;630,84;169,01
2016-08-02;629,88;168,2
2016-08-03;630,42;168,89
2016-08-04;632,72;169,34
2016-08-05;634,33;171,04
2016-08-08;635,47;168,79
2016-08-09;637,57;169,93
2016-08-10;637,97;167,55
2016-08-11;638,65;167,81
2016-08-12;639,24;167,73
2016-08-15;640,67;167,34
2016-08-16;641,09;164,91
2016-08-17;641,11;164,37
2016-08-18;641,9;161,97
2016-08-19;642,02;162,1
2016-08-22;642,64;162,64
2016-08-23;643,06;162,95
2016-08-24;643,41;163,35
2016-08-25;643,23;162,56
2016-08-26;643,25;163,03
2016-08-29;643,61;163,06
2016-08-30;643,49;162,57
2016-08-31;642,89;161,6
2016-09-01;642,11;160,57
2016-09-02;642,68;159,31
2016-09-06;643,98;160,71
2016-09-07;644,34;160,44
2016-09-08;644,43;160,19
2016-09-09;641,67;160,44
2016-09-12;640,77;160,61
2016-09-13;638,65;160,36
2016-09-14;637,98;161,71
2016-09-15;638,08;162,74
2016-09-16;637,48;164,65
2016-09-19;637,96;164,63
2016-09-20;637,83;164,83
2016-09-21;639,01;165,49
2016-09-22;642,34;164,97
2016-09-23;642,62;162,18
2016-09-26;641,79;162,68
2016-09-27;641,82;162,75
2016-09-28;642,81;162,7
2016-09-29;644,28;161,15
2016-09-30;645,09;162,56
2016-10-03;645,67;162,35
2016-10-04;645,85;161,57
2016-10-05;646,39;161,76
2016-10-06;646,46;161,46
2016-10-07;646,62;161,45
2016-10-11;647,07;161,77
2016-10-12;646,76;160,99
2016-10-13;645,78;160,54
2016-10-14;646,57;160,39
2016-10-17;647,05;161,05
2016-10-18;647,98;161,91
2016-10-19;649,1;161,98
2016-10-20;649,85;161,93
2016-10-21;650,01;162,7
2016-10-24;650,56;163,07
2016-10-25;650,58;163,81
2016-10-26;649,09;163,9
2016-10-27;648,32;164,12
2016-10-28;647,12;163,47
2016-10-31;644,79;164,96
